order_id,order_time,day_of_week,num_items,order_value,prep_time,restaurant_load,rider_assignment_delay,pickup_wait,distance_km,traffic_level,weather,area_type,rider_experience,peak_hour,actual_delivery_time,promised_eta,customer_zone,restaurant_zone,batch_delivery
ORD-1028,21:55,Thursday,3,826,28,High,3,2,2.2,Heavy,Clear,Urban,Moderate,Yes,48,31,Z3,Z4,Yes
ORD-1029,19:11,Tuesday,1,132,10,Low,4,4,2.4,Severe,Rain,Urban,Experienced,Yes,35,33,Z3,Z7,Yes
ORD-1030,18:31,Monday,3,533,18,Moderate,2,5,2.2,Moderate,Rain,Dense Urban,Moderate,No,39,30,Z4,Z3,No
ORD-1031,13:24,Thursday,3,647,13,High,4,5,5.0,Heavy,Clear,Dense Urban,Moderate,Yes,44,45,Z2,Z5,No
ORD-1032,11:21,Thursday,2,524,11,High,6,2,2.7,Moderate,Clear,Suburban,Moderate,No,29,53,Z1,Z6,No
ORD-1033,14:13,Monday,1,224,9,Moderate,4,3,3.9,Heavy,Clear,Urban,Experienced,Yes,32,38,Z5,Z3,No
ORD-1034,21:33,Wednesday,3,636,15,High,1,2,1.8,Heavy,Rain,Dense Urban,New,Yes,32,34,Z8,Z7,No
ORD-1035,12:50,Monday,2,249,8,Moderate,2,5,1.6,Heavy,Hot,Dense Urban,New,Yes,26,35,Z8,Z3,No
ORD-1036,19:42,Monday,3,380,18,Very High,2,3,6.3,Moderate,Clear,Urban,Moderate,Yes,48,47,Z5,Z7,Yes
ORD-1037,13:32,Saturday,3,923,13,Moderate,8,3,2.8,Heavy,Clear,Dense Urban,Moderate,Yes,41,37,Z1,Z5,No
ORD-1038,14:56,Sunday,2,264,11,Moderate,2,5,3.5,Moderate,Clear,Urban,Experienced,No,30,32,Z5,Z5,No
ORD-1039,13:40,Tuesday,3,262,18,High,2,8,0.7,Heavy,Clear,Dense Urban,Experienced,Yes,36,27,Z4,Z1,No
ORD-1040,13:17,Thursday,5,253,27,High,5,2,4.8,Heavy,Clear,Dense Urban,Experienced,Yes,53,53,Z2,Z6,No
ORD-1041,12:10,Sunday,4,704,12,Low,5,7,2.5,Moderate,Clear,Dense Urban,Moderate,Yes,56,34,Z8,Z7,Yes
ORD-1042,21:44,Wednesday,7,1309,21,High,5,2,5.0,Heavy,Clear,Urban,Moderate,Yes,52,47,Z3,Z2,No
ORD-1043,16:15,Tuesday,3,648,11,Low,3,13,0.4,Low,Clear,Suburban,Moderate,No,32,26,Z5,Z3,No
ORD-1044,21:34,Saturday,2,443,14,High,2,5,5.7,Moderate,Clear,Urban,Experienced,Yes,41,48,Z4,Z1,No
ORD-1045,16:51,Tuesday,3,564,18,High,2,7,2.5,Low,Clear,Suburban,Experienced,No,45,31,Z3,Z1,No
ORD-1046,13:19,Thursday,4,471,30,Very High,1,9,4.9,Moderate,Hot,Dense Urban,Experienced,Yes,60,50,Z7,Z5,No
ORD-1047,21:17,Wednesday,2,335,11,Moderate,8,7,0.8,Low,Clear,Suburban,Moderate,Yes,32,26,Z4,Z3,No
ORD-1048,19:35,Thursday,2,280,19,High,3,3,4.3,Severe,Clear,Urban,Experienced,Yes,46,39,Z2,Z2,No
ORD-1049,22:01,Tuesday,2,230,16,High,10,6,1.6,Moderate,Clear,Dense Urban,Experienced,Yes,42,38,Z7,Z8,No
ORD-1050,19:21,Monday,5,958,17,Moderate,1,1,5.5,Moderate,Clear,Urban,Moderate,Yes,36,47,Z6,Z8,No
ORD-1051,18:35,Thursday,4,506,19,Moderate,1,5,0.7,Heavy,Clear,Urban,New,No,32,27,Z5,Z3,No
ORD-1052,13:12,Sunday,2,363,8,Moderate,3,5,4.0,Heavy,Cold,Urban,New,Yes,36,38,Z1,Z7,No
ORD-1053,19:25,Saturday,5,857,36,Very High,5,3,6.2,Moderate,Clear,Urban,New,Yes,65,48,Z3,Z3,No
ORD-1054,19:30,Sunday,4,608,30,High,4,10,3.2,Heavy,Clear,Dense Urban,New,Yes,64,39,Z4,Z2,No
ORD-1055,14:29,Wednesday,7,881,22,Moderate,2,5,0.9,Heavy,Cold,Dense Urban,Experienced,Yes,38,38,Z7,Z2,No
ORD-1056,19:48,Monday,3,411,17,Very High,1,3,2.1,Moderate,Clear,Urban,Moderate,Yes,31,34,Z1,Z7,No
ORD-1057,21:51,Tuesday,1,212,15,High,2,6,4.9,Heavy,Hot,Dense Urban,Experienced,Yes,49,43,Z3,Z4,Yes
ORD-1058,14:49,Wednesday,2,365,12,Moderate,45,4,3.5,Moderate,Rain,Suburban,Moderate,No,76,36,Z2,Z8,No
ORD-1059,23:40,Sunday,4,961,9,Low,4,9,3.0,Moderate,Clear,Urban,Moderate,No,34,39,Z1,Z3,No
ORD-1060,18:34,Sunday,2,751,10,Moderate,2,2,3.5,Moderate,Clear,Suburban,Moderate,No,27,37,Z2,Z6,No
ORD-1061,21:08,Tuesday,4,635,20,High,1,3,4.7,Heavy,Clear,Dense Urban,New,Yes,53,46,Z5,Z6,Yes
ORD-1062,21:34,Wednesday,3,391,13,Moderate,5,5,4.2,Severe,Clear,Dense Urban,New,Yes,50,49,Z6,Z3,No
ORD-1063,13:25,Thursday,3,533,9,Moderate,7,8,1.0,Moderate,Clear,Suburban,New,Yes,34,29,Z4,Z8,Yes
ORD-1064,21:21,Wednesday,2,242,15,Moderate,7,3,0.4,Heavy,Clear,Urban,Experienced,Yes,30,22,Z3,Z5,No
ORD-1065,13:19,Saturday,2,450,12,Moderate,6,8,3.4,Heavy,Clear,Dense Urban,Experienced,Yes,45,34,Z7,Z4,Yes
ORD-1066,18:02,Saturday,2,289,11,Moderate,7,2,3.5,Low,Hot,Dense Urban,Experienced,No,34,29,Z1,Z3,No
ORD-1067,14:04,Sunday,2,468,8,Moderate,6,5,2.2,Low,Clear,Suburban,Moderate,Yes,28,29,Z7,Z4,No
ORD-1068,23:09,Thursday,7,1048,17,High,4,6,5.4,Low,Clear,Dense Urban,Experienced,No,44,48,Z2,Z6,No
ORD-1069,11:41,Sunday,3,305,14,Moderate,3,4,5.1,Low,Clear,Suburban,Moderate,No,35,51,Z8,Z2,No
ORD-1070,18:07,Thursday,1,286,9,Moderate,2,5,3.5,Moderate,Clear,Urban,Experienced,No,29,31,Z1,Z2,No
ORD-1071,19:34,Tuesday,2,477,11,Very High,2,2,3.4,Moderate,Clear,Urban,Moderate,Yes,27,36,Z1,Z2,No
ORD-1072,13:30,Saturday,1,181,20,Very High,9,1,6.2,Moderate,Clear,Suburban,Moderate,Yes,49,52,Z3,Z5,No
ORD-1073,20:46,Saturday,2,378,7,High,1,2,2.6,Low,Clear,Suburban,Moderate,Yes,19,32,Z5,Z8,No
ORD-1074,13:09,Thursday,6,1031,14,Low,3,1,4.0,Heavy,Clear,Suburban,Experienced,Yes,32,43,Z7,Z1,No
ORD-1075,19:59,Friday,3,791,19,High,5,3,2.2,Severe,Clear,Dense Urban,Experienced,Yes,46,41,Z2,Z3,No
ORD-1076,09:18,Monday,2,200,7,Low,4,7,1.4,Moderate,Clear,Dense Urban,New,No,29,46,Z7,Z1,No
ORD-1077,22:56,Friday,4,539,14,Moderate,9,1,0.9,Moderate,Clear,Dense Urban,Experienced,No,32,30,Z8,Z8,No
ORD-1078,23:19,Monday,1,175,7,Low,8,2,1.8,Heavy,Clear,Dense Urban,Moderate,No,30,31,Z7,Z8,No
ORD-1079,11:45,Friday,2,520,13,Moderate,7,7,2.7,Heavy,Hot,Urban,Experienced,No,39,29,Z2,Z4,No
ORD-1080,14:12,Sunday,3,441,12,High,4,4,5.1,Moderate,Clear,Suburban,Experienced,Yes,34,46,Z6,Z6,No
ORD-1081,18:00,Monday,5,557,17,Moderate,5,4,4.6,Moderate,Clear,Dense Urban,Moderate,No,45,42,Z7,Z4,No
ORD-1082,20:10,Wednesday,7,778,22,High,10,2,2.9,Severe,Clear,Urban,Moderate,Yes,61,41,Z1,Z2,No
ORD-1083,12:06,Wednesday,2,292,11,High,4,3,5.0,Low,Clear,Urban,Experienced,Yes,31,44,Z4,Z6,No
ORD-1084,15:08,Monday,5,732,15,Low,5,3,7.3,Low,Clear,Suburban,Moderate,No,41,53,Z6,Z6,No
ORD-1085,22:22,Friday,3,358,20,High,4,8,5.7,Severe,Clear,Dense Urban,New,Yes,70,55,Z5,Z3,No
ORD-1086,21:11,Saturday,3,761,13,Moderate,2,9,1.0,Heavy,Rain,Dense Urban,Experienced,Yes,38,29,Z7,Z3,Yes
ORD-1087,23:00,Friday,5,1269,23,Low,1,10,2.1,Moderate,Clear,Urban,Moderate,No,57,33,Z5,Z8,No
ORD-1088,19:50,Monday,2,439,12,High,3,6,2.2,Moderate,Hot,Urban,New,Yes,47,36,Z2,Z7,No
ORD-1089,11:39,Tuesday,2,520,9,Low,1,3,2.5,Moderate,Clear,Suburban,Experienced,No,21,50,Z4,Z2,No
ORD-1090,11:02,Thursday,4,801,24,Very High,3,8,4.7,Moderate,Clear,Dense Urban,Experienced,No,54,44,Z8,Z5,No
ORD-1091,21:34,Saturday,7,643,27,High,6,7,0.6,Heavy,Clear,Urban,New,Yes,49,33,Z8,Z7,Yes
ORD-1092,20:25,Thursday,5,644,23,Moderate,4,5,2.7,Severe,Fog,Dense Urban,New,Yes,56,44,Z3,Z7,No
ORD-1093,21:40,Sunday,5,1329,10,Low,8,5,3.7,Moderate,Clear,Dense Urban,Moderate,Yes,38,45,Z3,Z8,No
ORD-1094,22:39,Friday,2,385,16,Moderate,1,2,0.6,Low,Clear,Urban,Moderate,No,27,24,Z5,Z8,Yes
ORD-1095,16:59,Sunday,3,610,11,Moderate,9,2,1.3,Moderate,Clear,Dense Urban,Experienced,No,35,26,Z1,Z8,Yes
ORD-1096,13:02,Saturday,2,315,20,High,1,2,1.1,Moderate,Clear,Urban,Experienced,Yes,29,27,Z5,Z5,No
ORD-1097,20:48,Tuesday,3,463,12,High,5,4,3.5,Heavy,Rain,Suburban,New,Yes,41,43,Z2,Z1,No
ORD-1098,12:47,Sunday,7,897,22,High,2,4,1.0,Heavy,Hot,Urban,Experienced,Yes,35,58,Z3,Z7,No
ORD-1099,13:53,Thursday,3,580,13,Low,6,6,5.0,Moderate,Hot,Urban,Experienced,Yes,41,43,Z1,Z1,No
ORD-1100,21:35,Sunday,6,611,12,Low,5,3,2.4,Low,Clear,Suburban,Moderate,Yes,28,40,Z8,Z3,No
ORD-1101,17:19,Thursday,4,667,16,Moderate,11,3,8.7,Low,Clear,Suburban,Moderate,No,48,52,Z6,Z3,No
ORD-1102,20:29,Saturday,2,257,6,Moderate,6,5,6.3,Heavy,Clear,Suburban,Moderate,Yes,47,51,Z5,Z3,No
ORD-1103,20:09,Saturday,4,408,11,Moderate,9,3,0.8,Heavy,Fog,Urban,New,Yes,31,33,Z6,Z3,No
ORD-1104,21:58,Wednesday,3,343,12,Low,2,4,5.0,Low,Clear,Suburban,Experienced,Yes,34,39,Z4,Z5,Yes
ORD-1105,19:56,Monday,5,1053,23,High,2,7,2.4,Moderate,Cold,Urban,Experienced,Yes,41,43,Z5,Z8,No
ORD-1106,21:48,Tuesday,4,673,35,Very High,6,3,4.0,Heavy,Clear,Dense Urban,New,Yes,67,47,Z2,Z3,No
ORD-1107,21:55,Thursday,2,306,15,High,1,4,3.3,Low,Clear,Urban,Experienced,Yes,31,34,Z5,Z8,No
ORD-1108,23:07,Sunday,3,618,17,Moderate,5,3,1.1,Heavy,Clear,Dense Urban,Moderate,No,35,25,Z5,Z5,No
ORD-1109,20:03,Friday,3,500,11,High,2,2,5.2,Moderate,Clear,Urban,Experienced,Yes,34,47,Z5,Z7,No
ORD-1110,13:13,Sunday,6,545,16,High,1,6,5.9,Moderate,Clear,Dense Urban,Experienced,Yes,47,53,Z7,Z8,Yes
ORD-1111,10:06,Sunday,1,221,55,Moderate,4,3,1.6,Heavy,Clear,Dense Urban,Experienced,No,73,48,Z7,Z4,No
ORD-1112,12:54,Sunday,1,218,8,High,2,10,2.8,Heavy,Clear,Urban,Moderate,Yes,34,38,Z3,Z1,No
ORD-1113,13:29,Friday,1,215,6,Low,5,1,7.0,Low,Clear,Urban,Experienced,Yes,31,50,Z2,Z4,No
ORD-1114,13:45,Friday,1,162,12,Moderate,10,18,1.9,Severe,Clear,Urban,New,Yes,56,28,Z1,Z3,Yes
ORD-1115,20:15,Saturday,2,468,8,Low,2,4,1.9,Moderate,Fog,Dense Urban,Moderate,Yes,30,29,Z4,Z3,Yes
ORD-1116,14:33,Sunday,1,174,8,Moderate,8,4,5.6,Low,Clear,Urban,New,No,47,37,Z1,Z6,No
ORD-1117,12:37,Sunday,2,387,11,Moderate,10,9,3.0,Low,Clear,Suburban,New,Yes,39,37,Z4,Z6,No
ORD-1118,19:46,Friday,3,365,16,Low,1,3,7.5,Moderate,Rain,Suburban,Moderate,Yes,44,54,Z5,Z4,No
ORD-1119,21:36,Friday,3,529,16,Very High,2,3,1.7,Severe,Cold,Dense Urban,Moderate,Yes,36,32,Z1,Z3,No
ORD-1120,14:31,Friday,1,157,8,High,3,8,4.3,Low,Cold,Suburban,New,No,34,36,Z7,Z6,No
ORD-1121,22:13,Saturday,5,607,12,High,2,5,2.8,Heavy,Cold,Dense Urban,Moderate,Yes,34,39,Z3,Z3,No
ORD-1122,15:55,Sunday,1,261,12,Low,1,5,2.6,Moderate,Clear,Urban,Moderate,No,28,32,Z4,Z3,No
ORD-1123,20:39,Monday,4,679,11,Moderate,1,3,3.7,Moderate,Clear,Urban,Experienced,Yes,29,56,Z6,Z5,No
ORD-1124,15:57,Friday,4,688,11,Low,3,2,1.4,Moderate,Fog,Dense Urban,Experienced,No,27,30,Z8,Z4,No
ORD-1125,13:23,Saturday,4,409,40,Very High,5,4,3.2,Moderate,Clear,Urban,Experienced,Yes,61,44,Z1,Z8,No
ORD-1126,14:26,Monday,8,1509,16,High,3,2,3.3,Moderate,Clear,Suburban,Moderate,Yes,33,44,Z7,Z8,No
ORD-1127,19:29,Tuesday,9,1162,22,High,3,2,3.1,Heavy,Clear,Dense Urban,New,Yes,47,48,Z5,Z6,No
ORD-1128,12:04,Saturday,5,878,28,Very High,4,2,3.5,Low,Hot,Suburban,Experienced,Yes,45,42,Z3,Z8,No
ORD-1129,19:36,Wednesday,5,716,35,Very High,6,4,2.8,Severe,Fog,Urban,Moderate,Yes,62,43,Z7,Z3,No
ORD-1130,13:42,Saturday,3,530,12,High,1,5,4.0,Heavy,Fog,Urban,Moderate,Yes,34,44,Z1,Z3,No
ORD-1131,19:36,Sunday,2,341,20,High,4,3,2.2,Moderate,Cold,Suburban,Moderate,Yes,39,36,Z7,Z2,Yes
ORD-1132,23:45,Saturday,3,340,14,Moderate,3,10,3.7,Moderate,Hot,Urban,New,No,43,55,Z1,Z7,No
ORD-1133,13:16,Friday,6,1228,18,High,6,4,4.3,Moderate,Hot,Urban,Moderate,Yes,44,62,Z6,Z7,No
ORD-1134,16:23,Monday,2,703,20,High,2,2,3.3,Moderate,Fog,Urban,Moderate,No,37,33,Z7,Z6,No
ORD-1135,22:09,Saturday,1,136,17,High,7,11,3.2,Heavy,Cold,Urban,Experienced,Yes,47,45,Z7,Z1,No
ORD-1136,12:50,Saturday,3,713,15,High,4,3,3.0,Heavy,Clear,Dense Urban,Moderate,Yes,39,38,Z8,Z6,No
ORD-1137,20:53,Tuesday,2,410,12,Low,3,6,5.1,Low,Clear,Urban,Moderate,Yes,36,45,Z7,Z6,No
ORD-1138,19:00,Sunday,2,337,19,High,4,3,6.6,Heavy,Clear,Urban,Moderate,Yes,52,73,Z7,Z7,No
ORD-1139,20:31,Saturday,7,1529,24,Moderate,6,1,3.7,Heavy,Clear,Urban,Experienced,Yes,45,42,Z3,Z3,No
ORD-1140,20:02,Sunday,2,346,16,Very High,8,7,2.8,Moderate,Clear,Suburban,Moderate,Yes,41,33,Z1,Z4,No
ORD-1141,20:41,Thursday,3,464,10,Moderate,2,4,2.3,Moderate,Clear,Urban,Experienced,Yes,25,31,Z8,Z4,No
ORD-1142,19:30,Saturday,1,180,8,High,5,4,1.4,Heavy,Clear,Dense Urban,Experienced,Yes,36,40,Z6,Z5,No
ORD-1143,09:55,Friday,4,1563,18,Moderate,8,6,1.8,Low,Rain,Dense Urban,Experienced,No,44,40,Z1,Z7,No
ORD-1144,21:01,Wednesday,3,339,10,Moderate,4,4,1.5,Severe,Clear,Urban,New,Yes,29,36,Z8,Z2,No
ORD-1145,14:45,Tuesday,3,393,11,Low,4,4,1.5,Low,Rain,Urban,Experienced,No,26,25,Z6,Z8,No
ORD-1146,14:19,Wednesday,3,972,16,Very High,3,2,5.2,Moderate,Hot,Urban,Moderate,Yes,37,46,Z1,Z1,No
ORD-1147,19:34,Monday,1,103,14,Moderate,3,3,4.3,Heavy,Hot,Suburban,Moderate,Yes,38,43,Z7,Z7,No
ORD-1148,17:23,Monday,2,253,14,Low,3,1,1.3,Low,Rain,Urban,Experienced,No,24,26,Z8,Z1,No
ORD-1149,22:01,Saturday,6,692,20,Moderate,3,2,1.8,Severe,Clear,Dense Urban,Moderate,Yes,43,34,Z4,Z5,Yes
ORD-1150,15:25,Sunday,4,1004,21,Moderate,1,9,3.3,Low,Clear,Urban,Experienced,No,42,60,Z4,Z4,No
ORD-1151,18:45,Sunday,3,505,9,Low,3,2,1.1,Low,Clear,Urban,Experienced,No,20,24,Z3,Z5,No
ORD-1152,22:15,Sunday,2,347,14,High,3,10,1.8,Moderate,Clear,Dense Urban,Moderate,Yes,47,31,Z5,Z3,Yes
ORD-1153,21:54,Wednesday,5,1766,24,Very High,7,1,2.3,Moderate,Rain,Dense Urban,Moderate,Yes,51,40,Z3,Z7,Yes
ORD-1154,20:39,Tuesday,3,623,22,High,6,2,3.9,Heavy,Clear,Dense Urban,Moderate,Yes,50,47,Z3,Z8,No
ORD-1155,15:49,Thursday,1,255,7,Low,3,5,2.3,Moderate,Clear,Urban,New,No,25,33,Z5,Z3,No
ORD-1156,20:48,Saturday,2,349,14,Very High,3,2,1.7,Heavy,Fog,Suburban,Moderate,Yes,29,36,Z3,Z5,No
ORD-1157,21:36,Sunday,1,150,12,Moderate,4,9,3.0,Moderate,Clear,Dense Urban,Experienced,Yes,40,57,Z7,Z3,No
ORD-1158,11:54,Thursday,1,172,9,Low,1,7,1.5,Heavy,Clear,Urban,New,No,27,25,Z4,Z6,No
ORD-1159,13:59,Sunday,2,289,20,High,2,4,4.7,Severe,Clear,Dense Urban,New,Yes,74,45,Z1,Z6,Yes
ORD-1160,11:43,Sunday,2,262,6,Moderate,1,5,3.5,Moderate,Clear,Suburban,Moderate,No,23,36,Z4,Z1,No
ORD-1161,09:46,Thursday,5,539,12,Low,3,4,2.5,Moderate,Clear,Urban,Experienced,No,27,55,Z2,Z2,No
ORD-1162,17:38,Tuesday,4,661,10,Moderate,3,3,3.0,Heavy,Clear,Urban,Moderate,No,29,35,Z3,Z1,No
ORD-1163,13:31,Friday,2,293,12,High,3,8,3.5,Moderate,Cold,Suburban,Moderate,Yes,35,39,Z6,Z8,No
ORD-1164,22:13,Thursday,2,517,8,Moderate,5,2,6.1,Heavy,Clear,Suburban,Experienced,Yes,35,44,Z1,Z3,No
ORD-1165,20:39,Sunday,6,677,19,High,17,3,2.3,Heavy,Rain,Suburban,Moderate,Yes,51,47,Z3,Z2,No
ORD-1166,21:34,Friday,1,339,25,Very High,3,3,2.5,Heavy,Clear,Dense Urban,New,Yes,48,38,Z7,Z3,No
ORD-1167,20:27,Friday,4,679,15,High,2,6,2.1,Heavy,Clear,Urban,New,Yes,34,35,Z1,Z1,No
ORD-1168,19:37,Friday,4,648,21,High,2,1,2.8,Moderate,Hot,Suburban,Moderate,Yes,36,41,Z6,Z3,No
ORD-1169,17:43,Wednesday,3,637,12,Moderate,17,2,5.0,Heavy,Clear,Suburban,Moderate,No,52,41,Z6,Z1,No
ORD-1170,20:11,Tuesday,5,1061,17,High,1,3,0.5,Moderate,Clear,Urban,Experienced,Yes,26,54,Z1,Z4,No
ORD-1171,21:06,Friday,5,974,17,Low,6,6,5.8,Low,Rain,Dense Urban,Moderate,Yes,51,52,Z4,Z6,No
ORD-1172,22:05,Monday,5,1446,31,High,6,6,4.1,Heavy,Clear,Dense Urban,Moderate,Yes,67,48,Z3,Z6,Yes
ORD-1173,13:04,Friday,2,283,25,Very High,1,2,3.9,Moderate,Clear,Urban,Experienced,Yes,54,37,Z8,Z5,No
ORD-1174,11:35,Friday,2,374,16,High,7,2,2.3,Moderate,Clear,Urban,Moderate,No,35,34,Z6,Z2,No
ORD-1175,19:43,Sunday,4,1162,20,Moderate,4,5,2.2,Heavy,Clear,Urban,Moderate,Yes,40,61,Z4,Z1,No
ORD-1176,19:55,Monday,2,248,10,Moderate,2,6,1.8,Heavy,Rain,Urban,New,Yes,29,33,Z3,Z6,No
ORD-1177,18:49,Wednesday,4,917,13,Moderate,3,5,3.3,Heavy,Rain,Urban,New,No,39,41,Z1,Z1,No
ORD-1178,15:25,Tuesday,4,780,13,Moderate,5,7,3.8,Heavy,Clear,Urban,Moderate,No,41,39,Z8,Z6,No
ORD-1179,14:33,Sunday,3,361,12,Low,8,4,2.8,Moderate,Hot,Urban,New,No,36,29,Z6,Z8,No
ORD-1180,18:50,Thursday,1,172,12,Moderate,1,7,2.3,Low,Clear,Urban,Moderate,No,29,25,Z1,Z1,No
ORD-1181,23:25,Sunday,2,320,14,Moderate,5,5,4.5,Moderate,Clear,Urban,Experienced,No,39,40,Z4,Z3,No
ORD-1182,18:32,Friday,5,937,8,Low,2,9,4.1,Low,Clear,Urban,Moderate,No,31,40,Z5,Z4,No
ORD-1183,20:13,Tuesday,3,330,18,Moderate,4,4,2.3,Severe,Clear,Urban,New,Yes,40,34,Z3,Z4,No
ORD-1184,19:41,Monday,2,421,11,Moderate,7,9,5.7,Moderate,Clear,Urban,Moderate,Yes,44,47,Z3,Z5,No
ORD-1185,12:51,Friday,2,476,12,Moderate,5,2,9.4,Moderate,Clear,Suburban,Moderate,Yes,51,57,Z6,Z5,Yes
ORD-1186,13:48,Sunday,2,454,22,High,3,2,2.1,Moderate,Clear,Dense Urban,Moderate,Yes,46,51,Z8,Z1,No
ORD-1187,12:24,Thursday,5,748,14,Moderate,8,5,5.5,Heavy,Clear,Urban,Moderate,Yes,46,49,Z1,Z8,No
ORD-1188,12:50,Sunday,6,871,22,High,12,12,2.5,Moderate,Rain,Dense Urban,Experienced,Yes,60,40,Z2,Z3,No
ORD-1189,12:18,Thursday,1,169,9,High,3,5,5.9,Moderate,Rain,Urban,Experienced,Yes,37,53,Z2,Z8,No
ORD-1190,13:14,Monday,5,663,14,Moderate,2,3,3.5,Heavy,Fog,Urban,Experienced,Yes,36,47,Z6,Z3,No
ORD-1191,19:50,Sunday,2,441,15,High,2,3,2.9,Heavy,Clear,Urban,Moderate,Yes,40,36,Z2,Z8,No
ORD-1192,14:15,Thursday,10,1039,36,Very High,2,3,3.6,Heavy,Clear,Urban,Experienced,Yes,54,47,Z2,Z4,No
ORD-1193,20:23,Wednesday,3,671,14,Low,3,3,4.5,Heavy,Clear,Dense Urban,New,Yes,49,41,Z4,Z7,No
ORD-1194,13:26,Sunday,1,227,8,Moderate,4,3,2.2,Heavy,Clear,Dense Urban,Experienced,Yes,29,33,Z2,Z2,No
ORD-1195,20:29,Thursday,2,405,11,Low,3,7,3.1,Heavy,Clear,Dense Urban,Moderate,Yes,61,36,Z6,Z3,Yes
ORD-1196,13:23,Tuesday,4,616,28,High,5,3,4.3,Severe,Rain,Urban,Experienced,Yes,59,48,Z8,Z5,Yes
ORD-1197,22:45,Wednesday,4,590,10,Low,4,3,2.2,Low,Clear,Urban,New,No,27,34,Z8,Z8,No
