order_id,order_time,day_of_week,num_items,order_value,prep_time,restaurant_load,rider_assignment_delay,pickup_wait,distance_km,traffic_level,weather,area_type,rider_experience,peak_hour,actual_delivery_time,promised_eta,customer_zone,restaurant_zone,batch_delivery
ORD-1044,13:54,Wednesday,3,442,18,Very High,8,4,2.9,Moderate,Clear,Urban,Moderate,Yes,42,58,Z1,Z6,No
ORD-1045,21:48,Sunday,3,559,15,Very High,2,5,3.4,Moderate,Clear,Urban,Experienced,Yes,35,37,Z5,Z5,No
ORD-1046,19:27,Sunday,3,611,17,High,1,4,2.9,Heavy,Clear,Suburban,Experienced,Yes,44,37,Z4,Z8,No
ORD-1047,13:18,Saturday,5,1024,11,Moderate,2,3,1.2,Moderate,Fog,Urban,Experienced,Yes,24,32,Z4,Z8,No
ORD-1048,12:41,Wednesday,4,429,17,Very High,2,11,1.0,Moderate,Rain,Dense Urban,Moderate,Yes,39,31,Z6,Z8,No
ORD-1049,19:27,Friday,4,478,18,High,1,9,4.4,Severe,Clear,Urban,Moderate,Yes,51,45,Z1,Z6,No
ORD-1050,22:15,Saturday,1,262,16,High,16,7,3.3,Heavy,Clear,Urban,Moderate,Yes,52,43,Z6,Z3,No
ORD-1051,21:43,Wednesday,4,1018,13,Moderate,3,1,7.7,Low,Clear,Urban,Experienced,Yes,37,63,Z3,Z7,No
ORD-1052,21:00,Friday,3,426,18,Very High,7,7,1.1,Heavy,Clear,Urban,Experienced,Yes,60,28,Z7,Z6,No
ORD-1053,22:00,Tuesday,5,881,11,Moderate,6,3,1.8,Moderate,Clear,Dense Urban,New,Yes,35,34,Z8,Z1,Yes
ORD-1054,20:48,Thursday,3,696,27,Very High,2,9,0.5,Low,Rain,Suburban,Experienced,Yes,60,25,Z8,Z8,No
ORD-1055,22:03,Thursday,5,959,17,Moderate,4,2,3.3,Heavy,Clear,Urban,Moderate,Yes,40,46,Z6,Z1,Yes
ORD-1056,19:14,Wednesday,2,263,9,Moderate,1,2,6.7,Heavy,Clear,Dense Urban,Moderate,Yes,39,65,Z7,Z4,No
ORD-1057,20:08,Tuesday,4,755,20,Moderate,11,3,2.1,Severe,Clear,Urban,Moderate,Yes,47,33,Z3,Z3,No
ORD-1058,13:33,Monday,3,366,15,Very High,3,2,4.6,Heavy,Clear,Dense Urban,Experienced,Yes,41,63,Z6,Z8,No
ORD-1059,12:35,Monday,4,819,27,High,10,2,1.0,Low,Clear,Suburban,Moderate,Yes,45,34,Z2,Z1,No
ORD-1060,19:27,Monday,3,466,14,High,4,3,6.7,Moderate,Rain,Urban,Moderate,Yes,46,53,Z4,Z1,Yes
ORD-1061,18:43,Monday,2,287,12,Low,1,1,2.1,Moderate,Clear,Dense Urban,Moderate,No,45,30,Z7,Z4,No
ORD-1062,21:11,Sunday,1,201,12,Very High,14,3,3.0,Moderate,Clear,Suburban,Moderate,Yes,53,54,Z8,Z3,No
ORD-1063,13:00,Tuesday,4,539,18,Very High,3,4,1.7,Severe,Rain,Dense Urban,Moderate,Yes,43,40,Z3,Z6,No
ORD-1064,20:20,Thursday,3,362,18,High,1,6,1.9,Severe,Clear,Urban,Experienced,Yes,35,57,Z7,Z6,No
ORD-1065,14:35,Sunday,3,649,16,High,5,8,1.4,Moderate,Rain,Urban,Experienced,No,37,34,Z8,Z6,No
ORD-1066,12:15,Thursday,2,292,13,Moderate,3,4,2.7,Heavy,Rain,Dense Urban,Experienced,Yes,39,36,Z4,Z2,No
ORD-1067,20:21,Sunday,1,293,13,Very High,2,2,2.7,Moderate,Clear,Dense Urban,New,Yes,38,36,Z6,Z7,No
ORD-1068,11:16,Wednesday,2,509,10,Moderate,3,6,2.4,Moderate,Fog,Urban,Moderate,No,30,29,Z7,Z6,No
ORD-1069,20:52,Sunday,2,485,12,Moderate,13,5,1.6,Severe,Hot,Urban,Moderate,Yes,40,34,Z6,Z5,No
ORD-1070,22:03,Thursday,4,431,13,High,4,10,5.2,Moderate,Clear,Urban,Experienced,Yes,65,64,Z5,Z8,No
ORD-1071,18:55,Saturday,2,438,16,Very High,2,4,4.2,Moderate,Rain,Urban,Moderate,No,40,44,Z2,Z7,No
ORD-1072,18:37,Wednesday,3,388,10,Moderate,6,4,3.6,Moderate,Clear,Dense Urban,Moderate,No,36,34,Z1,Z7,No
ORD-1073,18:29,Tuesday,2,499,13,High,2,8,7.0,Moderate,Clear,Suburban,Moderate,No,45,49,Z8,Z6,No
ORD-1074,22:51,Tuesday,2,271,9,Moderate,1,4,7.5,Low,Rain,Suburban,Experienced,No,33,53,Z4,Z3,No
ORD-1075,17:59,Tuesday,3,487,14,High,2,7,2.9,Severe,Hot,Urban,New,No,38,33,Z2,Z8,No
ORD-1076,13:23,Friday,1,244,15,Very High,8,4,7.1,Heavy,Clear,Suburban,Moderate,Yes,52,49,Z3,Z3,No
ORD-1077,19:17,Friday,2,312,11,Very High,3,7,1.5,Moderate,Cold,Urban,Moderate,Yes,29,29,Z5,Z2,No
ORD-1078,13:50,Saturday,3,473,14,High,8,8,1.4,Moderate,Rain,Urban,New,Yes,40,35,Z2,Z2,No
ORD-1079,12:36,Thursday,1,183,10,High,4,3,2.4,Moderate,Clear,Dense Urban,Moderate,Yes,30,35,Z8,Z2,No
ORD-1080,11:46,Tuesday,3,485,17,High,1,1,5.7,Heavy,Cold,Urban,Moderate,No,62,45,Z4,Z5,No
ORD-1081,19:06,Friday,3,569,10,Low,4,6,1.5,Moderate,Hot,Urban,Experienced,Yes,31,28,Z7,Z4,Yes
ORD-1082,20:55,Monday,2,373,9,Moderate,5,3,3.3,Moderate,Clear,Suburban,Experienced,Yes,28,33,Z3,Z5,No
ORD-1083,13:44,Sunday,3,354,8,Moderate,7,1,3.4,Heavy,Rain,Dense Urban,Moderate,Yes,36,38,Z7,Z5,No
ORD-1084,12:31,Saturday,5,1931,28,Very High,7,2,4.3,Heavy,Clear,Suburban,Experienced,Yes,52,47,Z1,Z8,No
ORD-1085,18:27,Friday,2,526,7,Low,2,2,2.5,Heavy,Clear,Dense Urban,Moderate,No,26,34,Z2,Z3,No
ORD-1086,21:20,Monday,1,230,19,Very High,6,12,6.0,Heavy,Clear,Suburban,Moderate,Yes,61,46,Z1,Z4,No
ORD-1087,21:13,Thursday,1,164,10,Moderate,4,2,2.3,Heavy,Clear,Dense Urban,Experienced,Yes,31,49,Z7,Z6,No
ORD-1088,20:59,Tuesday,4,968,13,High,6,9,2.1,Moderate,Clear,Dense Urban,Experienced,Yes,61,37,Z6,Z3,No
ORD-1089,09:23,Sunday,3,445,10,Low,6,1,2.4,Moderate,Clear,Suburban,Moderate,No,27,53,Z2,Z6,No
ORD-1090,13:37,Thursday,3,533,17,Moderate,5,3,6.5,Moderate,Clear,Suburban,New,Yes,50,52,Z4,Z4,No
ORD-1091,14:01,Saturday,3,491,11,Moderate,3,4,2.2,Moderate,Clear,Urban,Moderate,Yes,27,46,Z1,Z5,No
ORD-1092,21:10,Monday,3,564,21,High,4,3,2.7,Heavy,Clear,Urban,New,Yes,47,37,Z8,Z1,Yes
ORD-1093,17:21,Thursday,4,1234,10,Low,4,2,7.3,Moderate,Clear,Suburban,Experienced,No,36,55,Z2,Z5,No
ORD-1094,19:16,Tuesday,3,452,18,High,1,2,3.1,Moderate,Hot,Dense Urban,Moderate,Yes,37,39,Z5,Z8,No
ORD-1095,19:17,Friday,5,1342,10,High,12,5,5.2,Heavy,Clear,Urban,Moderate,Yes,47,49,Z8,Z5,No
ORD-1096,22:34,Sunday,4,817,17,Moderate,1,2,8.7,Moderate,Clear,Suburban,Moderate,No,42,60,Z6,Z3,No
ORD-1097,16:07,Thursday,5,667,10,Moderate,1,9,1.6,Moderate,Clear,Dense Urban,Moderate,No,50,31,Z2,Z4,No
ORD-1098,12:54,Saturday,1,412,6,Low,6,6,5.2,Low,Cold,Urban,Experienced,Yes,39,40,Z1,Z1,No
ORD-1099,19:28,Monday,2,462,13,High,5,4,0.4,Heavy,Hot,Dense Urban,Experienced,Yes,30,27,Z8,Z3,No
ORD-1100,17:24,Wednesday,1,157,15,High,3,3,5.1,Low,Fog,Suburban,Moderate,No,36,46,Z1,Z3,No
ORD-1101,13:10,Tuesday,3,465,13,High,1,2,3.7,Low,Clear,Urban,Experienced,Yes,32,42,Z5,Z7,No
ORD-1102,20:22,Tuesday,5,638,23,High,10,15,2.5,Moderate,Clear,Dense Urban,Moderate,Yes,60,39,Z6,Z2,No
ORD-1103,18:42,Tuesday,3,398,11,Moderate,1,4,1.7,Heavy,Fog,Urban,Experienced,No,27,25,Z4,Z7,No
ORD-1104,17:35,Friday,2,283,18,Moderate,2,5,5.0,Low,Clear,Suburban,Moderate,No,39,37,Z8,Z2,No
ORD-1105,13:35,Thursday,4,720,9,Moderate,7,6,2.9,Moderate,Cold,Dense Urban,Moderate,Yes,36,42,Z8,Z3,No
ORD-1106,20:05,Friday,5,903,38,High,7,3,4.3,Heavy,Clear,Urban,Moderate,Yes,66,47,Z7,Z4,No
ORD-1107,15:36,Friday,2,460,9,Low,2,4,5.3,Heavy,Hot,Urban,New,No,42,47,Z5,Z7,No
ORD-1108,18:47,Wednesday,4,724,21,High,3,4,3.2,Moderate,Cold,Urban,Moderate,No,40,35,Z2,Z3,No
ORD-1109,21:40,Sunday,4,690,25,Very High,2,9,9.1,Severe,Clear,Urban,Moderate,Yes,91,72,Z4,Z8,No
ORD-1110,18:56,Friday,2,589,8,Low,6,4,6.0,Low,Clear,Urban,New,No,35,59,Z2,Z6,No
ORD-1111,20:06,Sunday,2,292,10,Moderate,2,8,3.1,Heavy,Fog,Dense Urban,Experienced,Yes,37,38,Z1,Z2,No
ORD-1112,21:34,Saturday,2,430,14,High,2,3,1.0,Severe,Clear,Dense Urban,Experienced,Yes,45,30,Z8,Z6,Yes
ORD-1113,13:42,Saturday,2,492,24,Very High,3,5,0.7,Heavy,Clear,Urban,Moderate,Yes,38,29,Z2,Z8,No
ORD-1114,13:30,Friday,3,760,29,Very High,7,6,2.8,Heavy,Clear,Dense Urban,Experienced,Yes,57,35,Z5,Z3,No
ORD-1115,10:57,Saturday,2,281,12,High,2,8,4.1,Low,Clear,Dense Urban,Experienced,No,35,35,Z1,Z4,No
ORD-1116,13:11,Saturday,2,323,16,High,1,6,5.9,Heavy,Cold,Suburban,Moderate,Yes,45,54,Z6,Z8,No
ORD-1117,19:21,Saturday,3,518,15,Moderate,6,2,4.7,Low,Clear,Dense Urban,Experienced,Yes,39,44,Z6,Z1,No
ORD-1118,13:46,Monday,5,1084,14,Moderate,2,9,3.4,Heavy,Clear,Urban,Experienced,Yes,41,42,Z1,Z6,No
ORD-1119,16:35,Thursday,1,281,11,Low,2,4,2.8,Low,Fog,Dense Urban,New,No,31,30,Z3,Z6,No
ORD-1120,19:45,Saturday,2,335,19,Very High,3,3,1.3,Moderate,Cold,Urban,Moderate,Yes,33,34,Z6,Z4,No
ORD-1121,18:29,Monday,1,290,13,Very High,10,3,3.6,Low,Hot,Suburban,Experienced,No,36,36,Z1,Z7,No
ORD-1122,20:11,Friday,2,435,15,High,10,1,6.8,Low,Clear,Suburban,Experienced,Yes,44,54,Z3,Z7,No
ORD-1123,20:07,Friday,2,281,7,Moderate,4,2,1.5,Heavy,Rain,Urban,Moderate,Yes,23,32,Z4,Z5,No
ORD-1124,20:33,Wednesday,3,710,9,Low,5,3,4.5,Moderate,Clear,Dense Urban,Moderate,Yes,37,41,Z1,Z6,No
ORD-1125,12:45,Wednesday,3,308,25,High,7,6,11.1,Heavy,Fog,Urban,Moderate,Yes,96,80,Z5,Z2,No
ORD-1126,22:24,Saturday,3,505,14,Moderate,5,2,3.1,Severe,Clear,Dense Urban,Moderate,Yes,45,58,Z6,Z4,Yes
ORD-1127,12:13,Monday,6,538,20,Moderate,7,5,2.7,Moderate,Clear,Suburban,Experienced,Yes,45,58,Z1,Z7,Yes
ORD-1128,21:23,Monday,2,379,9,Moderate,5,3,1.7,Heavy,Clear,Dense Urban,New,Yes,38,29,Z5,Z7,No
ORD-1129,19:31,Sunday,4,998,14,High,6,3,2.2,Moderate,Clear,Dense Urban,Experienced,Yes,34,32,Z2,Z7,No
ORD-1130,11:57,Saturday,4,885,10,Low,2,2,3.5,Low,Clear,Urban,Moderate,No,25,34,Z2,Z5,No
ORD-1131,20:40,Friday,2,177,22,Moderate,1,1,4.6,Moderate,Clear,Suburban,Moderate,Yes,44,42,Z6,Z6,Yes
ORD-1132,23:06,Saturday,3,578,19,Very High,6,6,2.9,Moderate,Cold,Urban,Moderate,No,44,36,Z2,Z2,No
ORD-1133,19:34,Wednesday,5,1061,26,Very High,2,5,1.7,Low,Rain,Urban,Moderate,Yes,41,34,Z7,Z7,No
ORD-1134,14:08,Saturday,3,695,10,Moderate,3,2,4.9,Moderate,Clear,Dense Urban,Experienced,Yes,36,44,Z5,Z3,No
ORD-1135,20:53,Friday,2,451,15,Very High,3,3,2.7,Moderate,Hot,Suburban,Experienced,Yes,31,37,Z2,Z5,No
ORD-1136,20:14,Wednesday,3,679,9,Low,7,3,2.6,Heavy,Hot,Urban,Experienced,Yes,31,31,Z1,Z6,No
ORD-1137,17:30,Wednesday,5,533,26,High,2,2,5.4,Low,Clear,Urban,Experienced,No,43,41,Z2,Z5,No
ORD-1138,19:25,Thursday,3,528,9,High,6,9,1.7,Heavy,Fog,Dense Urban,Experienced,Yes,39,32,Z2,Z5,No
ORD-1139,20:25,Monday,2,293,9,Moderate,2,2,1.9,Moderate,Clear,Urban,New,Yes,22,34,Z4,Z6,No
ORD-1140,21:03,Saturday,3,520,17,Moderate,6,2,5.8,Heavy,Rain,Dense Urban,Experienced,Yes,56,54,Z3,Z4,No
ORD-1141,22:43,Sunday,3,568,9,Moderate,9,3,2.7,Low,Clear,Dense Urban,Moderate,No,33,30,Z3,Z6,No
ORD-1142,13:40,Sunday,2,276,55,Moderate,6,3,5.2,Severe,Clear,Urban,Experienced,Yes,90,47,Z7,Z2,No
ORD-1143,20:05,Friday,2,296,18,Very High,3,6,1.1,Low,Clear,Urban,Moderate,Yes,37,34,Z5,Z7,Yes
ORD-1144,10:32,Tuesday,4,854,9,Moderate,2,4,3.4,Moderate,Rain,Dense Urban,New,No,35,57,Z6,Z5,No
ORD-1145,14:03,Monday,4,558,16,Moderate,2,4,2.3,Severe,Clear,Urban,Moderate,Yes,36,51,Z2,Z3,No
ORD-1146,12:30,Friday,2,324,8,High,5,7,3.6,Heavy,Clear,Urban,New,Yes,35,43,Z2,Z2,No
ORD-1147,21:03,Wednesday,1,187,9,Moderate,1,2,6.0,Severe,Clear,Suburban,Experienced,Yes,60,52,Z6,Z2,No
ORD-1148,15:10,Wednesday,2,550,13,Moderate,1,9,1.4,Heavy,Hot,Dense Urban,Moderate,No,53,31,Z5,Z8,Yes
ORD-1149,13:16,Saturday,5,774,22,High,2,2,2.2,Heavy,Clear,Urban,Experienced,Yes,37,43,Z4,Z3,No
ORD-1150,19:16,Tuesday,2,213,9,Moderate,6,2,4.6,Low,Rain,Urban,New,Yes,34,38,Z6,Z6,No
ORD-1151,19:05,Friday,1,147,12,Moderate,3,3,5.1,Moderate,Hot,Dense Urban,Moderate,Yes,39,45,Z1,Z8,No
ORD-1152,22:41,Saturday,2,373,9,Moderate,1,5,2.0,Low,Clear,Dense Urban,New,No,26,30,Z3,Z4,No
ORD-1153,12:29,Monday,10,954,45,High,3,5,1.5,Severe,Clear,Urban,New,Yes,76,62,Z8,Z8,No
ORD-1154,19:24,Friday,3,397,10,Moderate,5,5,3.2,Severe,Clear,Urban,Moderate,Yes,57,40,Z5,Z8,No
ORD-1155,14:17,Saturday,2,260,14,High,2,3,2.5,Moderate,Clear,Urban,New,Yes,30,37,Z1,Z1,No
ORD-1156,23:25,Thursday,3,1010,8,Low,3,2,3.2,Moderate,Rain,Suburban,Moderate,No,26,32,Z4,Z8,No
ORD-1157,18:52,Wednesday,6,1349,11,Low,1,2,6.4,Low,Clear,Suburban,Moderate,No,30,49,Z5,Z5,No
ORD-1158,12:32,Tuesday,1,170,7,Moderate,6,10,3.5,Moderate,Clear,Suburban,Moderate,Yes,34,34,Z5,Z2,No
ORD-1159,11:21,Sunday,5,644,13,High,2,4,5.1,Heavy,Clear,Dense Urban,New,No,45,54,Z8,Z2,No
ORD-1160,19:14,Thursday,3,354,12,Moderate,9,3,0.9,Heavy,Cold,Suburban,New,Yes,31,31,Z1,Z6,No
ORD-1161,20:35,Tuesday,2,369,7,Moderate,10,4,3.7,Low,Hot,Suburban,New,Yes,34,34,Z5,Z5,No
ORD-1162,14:37,Monday,2,352,11,Moderate,1,1,6.2,Low,Clear,Suburban,Experienced,No,26,40,Z5,Z3,No
ORD-1163,10:03,Tuesday,4,441,18,Low,3,1,3.8,Moderate,Clear,Urban,Moderate,No,35,53,Z1,Z2,No
ORD-1164,20:41,Saturday,2,397,13,High,5,3,1.0,Moderate,Clear,Urban,Experienced,Yes,28,28,Z1,Z7,No
ORD-1165,13:24,Tuesday,4,981,26,High,1,7,14.0,Moderate,Clear,Suburban,Moderate,Yes,63,85,Z5,Z3,No
ORD-1166,13:27,Saturday,4,814,14,High,4,10,4.2,Moderate,Cold,Suburban,Experienced,Yes,42,39,Z2,Z8,No
ORD-1167,10:20,Sunday,3,532,15,High,5,6,4.9,Moderate,Clear,Urban,Experienced,No,42,41,Z7,Z3,No
ORD-1168,14:05,Thursday,3,835,18,Very High,2,14,1.8,Severe,Clear,Dense Urban,Experienced,Yes,48,34,Z6,Z1,No
ORD-1169,19:10,Friday,3,594,18,High,4,2,3.7,Moderate,Clear,Urban,Moderate,Yes,38,41,Z4,Z3,No
ORD-1170,15:06,Tuesday,1,207,14,Low,1,3,2.4,Low,Hot,Dense Urban,Moderate,No,34,28,Z5,Z6,Yes
ORD-1171,20:24,Tuesday,2,458,13,High,5,2,2.4,Severe,Clear,Urban,New,Yes,34,39,Z7,Z5,No
ORD-1172,20:21,Thursday,1,137,12,Very High,3,9,2.1,Severe,Rain,Urban,New,Yes,42,41,Z6,Z1,No
ORD-1173,23:14,Saturday,2,593,14,Moderate,4,3,3.1,Severe,Rain,Suburban,Moderate,No,43,38,Z4,Z5,No
ORD-1174,11:48,Thursday,3,556,27,High,11,2,3.7,Low,Clear,Dense Urban,Experienced,No,54,39,Z1,Z5,No
ORD-1175,13:30,Sunday,2,350,15,High,7,3,1.3,Heavy,Rain,Dense Urban,Moderate,Yes,36,36,Z1,Z8,No
ORD-1176,22:46,Saturday,2,459,15,Moderate,3,4,0.7,Low,Clear,Urban,Experienced,No,27,20,Z3,Z8,No
ORD-1177,12:07,Friday,3,355,22,High,3,3,8.4,Heavy,Fog,Suburban,Moderate,Yes,64,58,Z4,Z8,Yes
ORD-1178,15:08,Thursday,4,526,17,Moderate,1,1,6.2,Moderate,Clear,Urban,Experienced,No,39,44,Z2,Z4,No
ORD-1179,12:57,Friday,2,423,8,Moderate,6,6,4.5,Severe,Clear,Urban,Experienced,Yes,46,60,Z1,Z1,Yes
ORD-1180,19:39,Thursday,2,423,23,High,3,3,9.7,Heavy,Clear,Urban,New,Yes,72,67,Z7,Z5,Yes
ORD-1181,21:48,Thursday,2,243,20,Moderate,2,3,10.4,Heavy,Clear,Urban,Experienced,Yes,59,70,Z5,Z3,No
ORD-1182,12:49,Wednesday,2,339,14,Very High,5,2,6.0,Severe,Clear,Dense Urban,Experienced,Yes,54,53,Z7,Z1,No
ORD-1183,20:02,Tuesday,2,278,8,Low,3,5,5.3,Low,Rain,Suburban,Moderate,Yes,33,41,Z7,Z5,No
ORD-1184,12:10,Sunday,4,603,19,High,6,4,1.7,Low,Clear,Dense Urban,Moderate,Yes,40,35,Z8,Z2,No
ORD-1185,16:25,Monday,8,959,22,Moderate,1,4,10.2,Moderate,Fog,Urban,Experienced,No,59,74,Z7,Z5,Yes
ORD-1186,15:11,Monday,2,460,9,Low,27,9,5.5,Moderate,Clear,Urban,Moderate,No,62,44,Z3,Z4,No
ORD-1187,15:03,Monday,1,213,9,Low,7,2,3.7,Moderate,Rain,Suburban,Experienced,No,32,32,Z5,Z1,No
ORD-1188,19:29,Thursday,2,268,13,High,4,8,2.8,Moderate,Clear,Urban,New,Yes,46,36,Z7,Z7,No
ORD-1189,19:47,Friday,2,409,14,Moderate,2,1,2.4,Severe,Hot,Dense Urban,Experienced,Yes,32,34,Z2,Z8,No
ORD-1190,12:51,Wednesday,3,516,13,High,1,3,1.1,Heavy,Hot,Urban,New,Yes,25,32,Z1,Z5,No
ORD-1191,19:18,Saturday,3,509,17,Moderate,4,2,6.8,Moderate,Fog,Suburban,Moderate,Yes,48,51,Z8,Z4,Yes
ORD-1192,19:30,Wednesday,1,116,60,Low,5,4,1.8,Severe,Clear,Dense Urban,Experienced,Yes,85,27,Z7,Z1,No
ORD-1193,17:50,Tuesday,2,247,12,Moderate,2,2,1.1,Moderate,Clear,Urban,Moderate,No,23,28,Z1,Z1,No
ORD-1194,22:53,Thursday,2,330,21,Very High,1,6,1.2,Moderate,Hot,Urban,Experienced,No,35,31,Z1,Z8,No
ORD-1195,22:10,Thursday,2,264,12,Moderate,4,4,5.1,Heavy,Clear,Dense Urban,Moderate,Yes,45,55,Z5,Z5,No
ORD-1196,18:48,Friday,3,461,9,Low,1,4,2.7,Low,Fog,Dense Urban,Moderate,No,26,36,Z6,Z5,No
ORD-1197,12:46,Wednesday,3,620,11,Moderate,5,3,8.8,Severe,Clear,Urban,Experienced,Yes,61,66,Z6,Z2,No
